,S_Number,District Name,Market Name,Commodity,Variety,Grade,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal),Price Date
1481,1426,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-25
1482,1427,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-24
1483,1428,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-23
1484,1429,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-21
1485,1430,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-20
1486,1431,Agra,Jarar,Potato,Desi,FAQ,650,730,690,2020-02-19
1487,1432,Agra,Jarar,Potato,Desi,FAQ,650,730,700,2020-02-18
1488,1433,Agra,Jarar,Potato,Desi,FAQ,640,720,680,2020-02-17
1489,1434,Agra,Jarar,Potato,Desi,FAQ,640,740,690,2020-02-16
1490,1435,Agra,Jarar,Potato,Desi,FAQ,680,760,720,2020-02-14
1491,1436,Agra,Jarar,Potato,Desi,FAQ,670,770,720,2020-02-13
1492,1437,Agra,Jarar,Potato,Desi,FAQ,710,800,750,2020-02-12
1493,1438,Agra,Jarar,Potato,Desi,FAQ,710,810,760,2020-02-11
1494,1439,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-10
1495,1440,Agra,Jarar,Potato,Desi,FAQ,680,780,730,2020-02-09
1496,1441,Agra,Jarar,Potato,Desi,FAQ,670,770,720,2020-02-07
1497,1442,Agra,Jarar,Potato,Desi,FAQ,680,770,720,2020-02-06
1498,1443,Agra,Jarar,Potato,Desi,FAQ,720,820,770,2020-02-05
1499,1444,Agra,Jarar,Potato,Desi,FAQ,720,820,770,2020-02-04
1500,1445,Agra,Jarar,Potato,Desi,FAQ,600,700,650,2020-02-03
1501,1446,Agra,Jarar,Potato,Desi,FAQ,600,700,650,2020-02-02
1502,1447,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020-01-31
1503,1448,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020-01-30
1504,1449,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020-01-29
1505,1450,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020-01-28
1508,1451,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020-01-27
1509,1452,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020-01-26
1510,1453,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020-01-24
1511,1454,Agra,Jarar,Potato,Desi,FAQ,1000,1200,1100,2020-01-23
1512,1455,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-22
1513,1456,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-21
1514,1457,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-20
1515,1458,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,2020-01-19
1516,1459,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-17
1517,1460,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-16
1518,1461,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-15
1519,1462,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-14
1520,1463,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-13
1521,1464,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-12
1522,1465,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-10
1523,1466,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,2020-01-09
1524,1467,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-07
1525,1468,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,2020-01-06
1526,1469,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-05
1527,1470,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020-01-03
1528,1471,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-02
1529,1472,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020-01-01
1530,1473,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-31
1531,1474,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-30
1532,1475,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-29
1533,1476,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-28
1534,1477,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-27
1535,1478,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-26
1536,1479,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-25
1537,1480,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-24
1538,1481,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-23
1539,1482,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-22
1540,1483,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-21
1541,1484,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-20
1542,1485,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-19
1543,1486,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-18
1544,1487,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-17
1545,1488,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-16
1546,1489,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-14
1547,1490,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-13
1548,1491,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-12
1549,1492,Agra,Khairagarh,Potato,Desi,FAQ,1600,1800,1700,2020-12-11
1550,1493,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-10
1551,1494,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-09
1552,1495,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-08
1553,1496,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-07
1554,1497,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-06
1555,1498,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-05
1556,1499,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-04
1557,1500,Agra,Khairagarh,Potato,Desi,FAQ,2700,2900,2800,2020-12-03
1560,1501,Agra,Khairagarh,Potato,Desi,FAQ,2800,2900,2850,2020-12-02
1561,1502,Agra,Khairagarh,Potato,Desi,FAQ,2900,3000,2950,2020-12-01
1562,1503,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-30
1563,1504,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-29
1564,1505,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-24
1565,1506,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-07-07
1566,1507,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-07-06
1567,1508,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-07-04
1568,1509,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-30
1569,1510,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-29
1570,1511,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-28
1571,1512,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-27
1572,1513,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-26
1573,1514,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-25
1574,1515,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-24
1575,1516,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-23
1576,1517,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-19
1577,1518,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-18
1578,1519,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-17
1579,1520,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-16
1580,1521,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-15
1581,1522,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-14
1582,1523,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-13
1583,1524,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-12
1584,1525,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-11
1585,1526,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-10
1586,1527,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-09
1587,1528,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-08
1588,1529,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-07
1589,1530,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-05
1590,1531,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-04
1591,1532,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-03
1592,1533,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-02
1593,1534,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-01
1594,1535,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-31
1595,1536,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-30
1596,1537,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-29
1597,1538,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-27
1598,1539,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-05-26
1599,1540,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-05-25
1600,1541,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-24
1601,1542,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-22
1602,1543,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-05-21
1603,1544,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-20
1604,1545,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-19
1605,1546,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-05-18
1606,1547,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-17
1607,1548,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,2020-05-13
1608,1549,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-12
1609,1550,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-11
1612,1551,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-10
1613,1552,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-09
1614,1553,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,2020-05-08
1615,1554,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-07
1616,1555,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-06
1617,1556,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-05
1618,1557,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-04
1619,1558,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-03
1620,1559,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-02
1621,1560,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-05-01
1622,1561,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-30
1623,1562,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-29
1624,1563,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-28
1625,1564,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-27
1626,1565,Agra,Khairagarh,Potato,Desi,FAQ,1450,1550,1500,2020-04-25
1627,1566,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-22
1628,1567,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-21
1629,1568,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-20
1630,1569,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-19
1631,1570,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-18
1632,1571,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020-04-14
1633,1572,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-13
1634,1573,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-12
1635,1574,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-11
1636,1575,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-10
1637,1576,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-09
1638,1577,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-08
1639,1578,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-07
1640,1579,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-06
1641,1580,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-04-05
1642,1581,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-04
1643,1582,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-03
1644,1583,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-02
1645,1584,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-04-01
1646,1585,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-31
1647,1586,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-29
1648,1587,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-27
1649,1588,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-26
1650,1589,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-25
1651,1590,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-24
1652,1591,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-03-21
1653,1592,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-20
1654,1593,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-19
1655,1594,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-03-18
1656,1595,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-17
1657,1596,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-16
1658,1597,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-03-15
1659,1598,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-13
1660,1599,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-12
1661,1600,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-03-08
1664,1601,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-07
1665,1602,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-03-06
1666,1603,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-03-05
1667,1604,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-03-04
1668,1605,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-03-03
1669,1606,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-02
1670,1607,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-03-01
1671,1608,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-29
1672,1609,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-02-28
1673,1610,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-27
1674,1611,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-02-26
1675,1612,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-25
1676,1613,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-24
1677,1614,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-23
1678,1615,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020-02-22
1679,1616,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-21
1680,1617,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-02-20
1681,1618,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-19
1682,1619,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-18
1683,1620,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-16
1684,1621,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-14
1685,1622,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-13
1686,1623,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-12
1687,1624,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-11
1688,1625,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-10
1689,1626,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-09
1690,1627,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-08
1691,1628,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-02-07
1692,1629,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-05
1693,1630,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-02-04
1694,1631,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-02-03
1695,1632,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020-01-31
1696,1633,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-01-30
1697,1634,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-01-29
1698,1635,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-01-28
1699,1636,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020-01-27
1700,1637,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-25
1701,1638,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-24
1702,1639,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-23
1703,1640,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-22
1704,1641,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-21
1705,1642,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-20
1706,1643,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-18
1707,1644,Agra,Khairagarh,Potato,Desi,FAQ,950,1050,1000,2020-01-17
1708,1645,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-16
1709,1646,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-15
1710,1647,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-13
1711,1648,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-12
1712,1649,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-11
1713,1650,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-10
1716,1651,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-09
1717,1652,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-08
1718,1653,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-01-07
1719,1654,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-01-06
1720,1655,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-01-05
1721,1656,Agra,Khairagarh,Potato,Desi,FAQ,1000,1200,1100,2020-01-04
1722,1657,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-01-03
1723,1658,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-01-02
1724,1659,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-01-01
1725,1660,Agra,Samsabad,Potato,Local,FAQ,2700,2800,2750,2020-10-31
1726,1661,Agra,Samsabad,Potato,Local,FAQ,1950,2050,2000,2020-08-28
1727,1662,Agra,Samsabad,Potato,Local,FAQ,1400,1600,1500,2020-07-07
1728,1663,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-07-06
1729,1664,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-05
1730,1665,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-04
1731,1666,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-03
1732,1667,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-01
1733,1668,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-30
1734,1669,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-29
1735,1670,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-28
1736,1671,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-27
1737,1672,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-26
1738,1673,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-25
1739,1674,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-24
1740,1675,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-23
1741,1676,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-20
1742,1677,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-18
1743,1678,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-17
1744,1679,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,2020-06-16
1745,1680,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-15
1746,1681,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-14
1747,1682,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-13
1748,1683,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-11
1749,1684,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-10
1750,1685,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-09
1751,1686,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-08
1752,1687,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-07
1753,1688,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-06-06
1754,1689,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-06-03
1755,1690,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-02
1756,1691,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-01
1757,1692,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-31
1758,1693,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-30
1759,1694,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-29
1760,1695,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-28
1761,1696,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-27
1762,1697,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-26
1763,1698,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-24
1764,1699,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-05-23
1765,1700,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-22
1768,1701,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-21
1769,1702,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-20
1770,1703,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-19
1771,1704,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-18
1772,1705,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-17
1773,1706,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-16
1774,1707,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-05-15
1775,1708,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-05-14
1776,1709,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-05-13
1777,1710,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,2020-05-12
1778,1711,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-05-11
1779,1712,Agra,Samsabad,Potato,Local,FAQ,1850,1950,1925,2020-05-10
1780,1713,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020-05-09
1781,1714,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-05-08
1782,1715,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-05-07
1783,1716,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-05-06
1784,1717,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020-05-05
1785,1718,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020-05-04
1786,1719,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-05-03
1787,1720,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020-05-02
1788,1721,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020-05-01
1789,1722,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020-04-30
1790,1723,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020-04-29
1791,1724,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1400,2020-04-28
1792,1725,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-04-27
1793,1726,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-04-26
1794,1727,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020-04-25
1795,1728,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-24
1796,1729,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-23
1797,1730,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-22
1798,1731,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-21
1799,1732,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-20
1800,1733,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-19
1801,1734,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-18
1802,1735,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-17
1803,1736,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-16
1804,1737,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-15
