,S_Number,District Name,Market Name,Commodity,Variety,Grade,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal),Price Date
347,336,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020-11-25
348,337,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-24
349,338,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-23
350,339,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020-11-21
351,340,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020-11-20
352,341,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-19
353,342,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-18
354,343,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-16
355,344,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-14
356,345,Agra,Agra,Potato,Desi,FAQ,2750,3000,2850,2020-11-13
357,346,Agra,Agra,Potato,Desi,FAQ,2700,3000,2840,2020-11-12
358,347,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-11
359,348,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020-11-10
360,349,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-09
361,350,Agra,Agra,Potato,Desi,FAQ,2700,2950,2810,2020-11-07
364,351,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020-11-06
365,352,Agra,Agra,Potato,Desi,FAQ,2750,3000,2870,2020-11-05
366,353,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-04
367,354,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020-11-03
368,355,Agra,Agra,Potato,Desi,FAQ,2650,2900,2780,2020-11-02
369,356,Agra,Agra,Potato,Desi,FAQ,2700,2950,2790,2020-10-31
370,357,Agra,Agra,Potato,Desi,FAQ,2700,2950,2780,2020-10-30
371,358,Agra,Agra,Potato,Desi,FAQ,2650,2900,2770,2020-10-29
372,359,Agra,Agra,Potato,Desi,FAQ,2600,2850,2750,2020-10-28
373,360,Agra,Agra,Potato,Desi,FAQ,2500,2750,2650,2020-10-27
374,361,Agra,Agra,Potato,Desi,FAQ,2650,2850,2780,2020-10-26
375,362,Agra,Agra,Potato,Desi,FAQ,2600,2850,2700,2020-10-24
376,363,Agra,Agra,Potato,Desi,FAQ,2550,2800,2680,2020-10-23
377,364,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-22
378,365,Agra,Agra,Potato,Desi,FAQ,2400,2600,2480,2020-10-21
379,366,Agra,Agra,Potato,Desi,FAQ,2400,2600,2490,2020-10-20
380,367,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-19
381,368,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-17
382,369,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020-10-16
383,370,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-15
384,371,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020-10-14
385,372,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020-10-13
386,373,Agra,Agra,Potato,Desi,FAQ,2400,2600,2515,2020-10-12
387,374,Agra,Agra,Potato,Desi,FAQ,2420,2650,2525,2020-10-10
388,375,Agra,Agra,Potato,Desi,FAQ,2400,2650,2520,2020-10-09
389,376,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020-10-08
390,377,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-07
391,378,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020-10-06
392,379,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-10-05
393,380,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020-10-03
394,381,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020-10-02
395,382,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020-09-30
396,383,Agra,Agra,Potato,Desi,FAQ,2350,2550,2480,2020-09-29
397,384,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020-09-28
398,385,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020-09-26
399,386,Agra,Agra,Potato,Desi,FAQ,2200,2500,2350,2020-09-25
400,387,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020-09-24
401,388,Agra,Agra,Potato,Desi,FAQ,2300,2500,2380,2020-09-23
402,389,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020-09-22
403,390,Agra,Agra,Potato,Desi,FAQ,2200,2400,2300,2020-09-21
404,391,Agra,Agra,Potato,Desi,FAQ,2100,2350,2250,2020-09-19
405,392,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020-09-18
406,393,Agra,Agra,Potato,Desi,FAQ,2120,2350,2250,2020-09-17
407,394,Agra,Agra,Potato,Desi,FAQ,2100,2300,2210,2020-09-16
408,395,Agra,Agra,Potato,Desi,FAQ,2100,2400,2240,2020-09-15
409,396,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020-09-14
410,397,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020-09-12
411,398,Agra,Agra,Potato,Desi,FAQ,2050,2250,2170,2020-09-11
412,399,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-09-10
413,400,Agra,Agra,Potato,Desi,FAQ,2000,2200,2120,2020-09-09
416,401,Agra,Agra,Potato,Desi,FAQ,2050,2250,2150,2020-09-08
417,402,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-09-07
418,403,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-09-05
419,404,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-09-04
420,405,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-09-03
421,406,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-09-02
422,407,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-31
423,408,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-29
424,409,Agra,Agra,Potato,Desi,FAQ,1900,2100,1990,2020-08-28
425,410,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-27
426,411,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-08-26
427,412,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020-08-25
428,413,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020-08-24
429,414,Agra,Agra,Potato,Desi,FAQ,1950,2150,2050,2020-08-22
430,415,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-08-21
431,416,Agra,Agra,Potato,Desi,FAQ,1925,2080,1985,2020-08-20
432,417,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-18
433,418,Agra,Agra,Potato,Desi,FAQ,1910,2050,1985,2020-08-17
434,419,Agra,Agra,Potato,Desi,FAQ,1900,2050,1980,2020-08-14
435,420,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-08-13
436,421,Agra,Agra,Potato,Desi,FAQ,1900,2080,2000,2020-08-12
437,422,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020-08-11
438,423,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-10
439,424,Agra,Agra,Potato,Desi,FAQ,1750,2000,1840,2020-08-08
440,425,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020-08-07
441,426,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-06
442,427,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020-08-04
443,428,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020-08-03
444,429,Agra,Agra,Potato,Desi,FAQ,1800,1950,1890,2020-07-31
445,430,Agra,Agra,Potato,Desi,FAQ,1780,1950,1870,2020-07-30
446,431,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020-07-29
447,432,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020-07-28
448,433,Agra,Agra,Potato,Desi,FAQ,1800,1950,1870,2020-07-27
449,434,Agra,Agra,Potato,Desi,FAQ,1750,1950,1850,2020-07-25
450,435,Agra,Agra,Potato,Desi,FAQ,1750,1900,1825,2020-07-24
451,436,Agra,Agra,Potato,Desi,FAQ,1750,1900,1830,2020-07-23
452,437,Agra,Agra,Potato,Desi,FAQ,1700,1900,1810,2020-07-22
453,438,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-21
454,439,Agra,Agra,Potato,Desi,FAQ,1650,1880,1770,2020-07-20
455,440,Agra,Agra,Potato,Desi,FAQ,1700,1850,1780,2020-07-17
456,441,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-16
457,442,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-15
458,443,Agra,Agra,Potato,Desi,FAQ,1600,1800,1710,2020-07-14
459,444,Agra,Agra,Potato,Desi,FAQ,1650,1800,1730,2020-07-13
460,445,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,2020-07-11
461,446,Agra,Agra,Potato,Desi,FAQ,1600,1800,1700,2020-07-10
462,447,Agra,Agra,Potato,Desi,FAQ,1550,1750,1650,2020-07-09
463,448,Agra,Agra,Potato,Desi,FAQ,1550,1750,1630,2020-07-08
464,449,Agra,Agra,Potato,Desi,FAQ,1520,1750,1625,2020-07-07
465,450,Agra,Agra,Potato,Desi,FAQ,1550,1700,1620,2020-07-06
468,451,Agra,Agra,Potato,Desi,FAQ,1450,1650,1550,2020-07-04
469,452,Agra,Agra,Potato,Desi,FAQ,1450,1650,1560,2020-07-03
470,453,Agra,Agra,Potato,Desi,FAQ,1400,1600,1520,2020-07-02
471,454,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020-06-30
472,455,Agra,Agra,Potato,Desi,FAQ,1400,1560,1480,2020-06-29
473,456,Agra,Agra,Potato,Desi,FAQ,1400,1600,1490,2020-06-27
474,457,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020-06-26
475,458,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020-06-25
476,459,Agra,Agra,Potato,Desi,FAQ,1350,1550,1460,2020-06-24
477,460,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020-06-23
478,461,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020-06-22
479,462,Agra,Agra,Potato,Desi,FAQ,1300,1500,1410,2020-06-20
480,463,Agra,Agra,Potato,Desi,FAQ,1320,1500,1420,2020-06-19
481,464,Agra,Agra,Potato,Desi,FAQ,1300,1480,1370,2020-06-18
482,465,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020-06-17
483,466,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,2020-06-16
484,467,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020-06-15
485,468,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020-06-14
486,469,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020-06-13
487,470,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-06-12
488,471,Agra,Agra,Potato,Desi,FAQ,1280,1440,1345,2020-06-11
489,472,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,2020-06-10
490,473,Agra,Agra,Potato,Desi,FAQ,1240,1400,1320,2020-06-09
491,474,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,2020-06-08
492,475,Agra,Agra,Potato,Desi,FAQ,1250,1420,1335,2020-06-06
493,476,Agra,Agra,Potato,Desi,FAQ,1280,1420,1340,2020-06-05
494,477,Agra,Agra,Potato,Desi,FAQ,1250,1420,1345,2020-06-04
495,478,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-06-03
496,479,Agra,Agra,Potato,Desi,FAQ,1250,1400,1335,2020-06-02
497,480,Agra,Agra,Potato,Desi,FAQ,1280,1410,1350,2020-05-31
498,481,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020-05-30
499,482,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,2020-05-29
500,483,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-05-28
501,484,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,2020-05-27
502,485,Agra,Agra,Potato,Desi,FAQ,1250,1450,1345,2020-05-26
503,486,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-05-25
504,487,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-05-24
505,488,Agra,Agra,Potato,Desi,FAQ,1280,1400,1345,2020-05-23
506,489,Agra,Agra,Potato,Desi,FAQ,1250,1420,1340,2020-05-22
507,490,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,2020-05-21
508,491,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020-05-20
509,492,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-05-18
510,493,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020-05-17
511,494,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020-05-16
512,495,Agra,Agra,Potato,Desi,FAQ,1260,1390,1325,2020-05-15
513,496,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-05-14
514,497,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-05-13
515,498,Agra,Agra,Potato,Desi,FAQ,1280,1400,1335,2020-05-12
516,499,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020-05-11
517,500,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020-05-09
520,501,Agra,Agra,Potato,Desi,FAQ,1300,1400,1340,2020-05-08
521,502,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020-05-07
522,503,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020-05-06
523,504,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-05-05
524,505,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020-05-04
525,506,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020-05-02
526,507,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-04-30
527,508,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-04-29
528,509,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020-04-28
529,510,Agra,Agra,Potato,Desi,FAQ,1280,1400,1330,2020-04-27
530,511,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020-04-25
531,512,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020-04-24
532,513,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020-04-23
533,514,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020-04-18
534,515,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020-04-17
535,516,Agra,Agra,Potato,Desi,FAQ,1220,1400,1300,2020-04-16
536,517,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,2020-04-15
537,518,Agra,Agra,Potato,Desi,FAQ,1250,1400,1310,2020-04-14
538,519,Agra,Agra,Potato,Desi,FAQ,1200,1350,1290,2020-04-13
539,520,Agra,Agra,Potato,Desi,FAQ,1220,1400,1310,2020-04-11
540,521,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020-04-10
541,522,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020-04-09
542,523,Agra,Agra,Potato,Desi,FAQ,1180,1320,1260,2020-04-08
543,524,Agra,Agra,Potato,Desi,FAQ,1200,1320,1260,2020-04-07
544,525,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,2020-04-06
545,526,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-04-04
546,527,Agra,Agra,Potato,Desi,FAQ,1500,1650,1580,2020-04-02
547,528,Agra,Agra,Potato,Desi,FAQ,1650,1850,1750,2020-03-31
548,529,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,2020-03-30
549,530,Agra,Agra,Potato,Desi,FAQ,1150,1300,1210,2020-03-21
550,531,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,2020-03-20
551,532,Agra,Agra,Potato,Desi,FAQ,1100,1280,1200,2020-03-19
552,533,Agra,Agra,Potato,Desi,FAQ,1120,1260,1190,2020-03-18
553,534,Agra,Agra,Potato,Desi,FAQ,1100,1280,1180,2020-03-17
554,535,Agra,Agra,Potato,Desi,FAQ,1100,1250,1170,2020-03-16
555,536,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,2020-03-14
556,537,Agra,Agra,Potato,Desi,FAQ,1100,1300,1215,2020-03-13
557,538,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,2020-03-12
558,539,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-03-11
559,540,Agra,Agra,Potato,Desi,FAQ,1080,1220,1140,2020-03-07
560,541,Agra,Agra,Potato,Desi,FAQ,1050,1200,1120,2020-03-06
561,542,Agra,Agra,Potato,Desi,FAQ,980,1150,1050,2020-03-05
562,543,Agra,Agra,Potato,Desi,FAQ,880,1050,950,2020-03-04
563,544,Agra,Agra,Potato,Desi,FAQ,750,950,850,2020-03-03
564,545,Agra,Agra,Potato,Desi,FAQ,780,920,855,2020-03-02
565,546,Agra,Agra,Potato,Desi,FAQ,780,980,860,2020-02-28
566,547,Agra,Agra,Potato,Desi,FAQ,800,950,870,2020-02-26
567,548,Agra,Agra,Potato,Desi,FAQ,800,960,880,2020-02-25
568,549,Agra,Agra,Potato,Desi,FAQ,800,980,870,2020-02-24
569,550,Agra,Agra,Potato,Desi,FAQ,800,950,880,2020-02-22
572,551,Agra,Agra,Potato,Desi,FAQ,800,950,870,2020-02-21
573,552,Agra,Agra,Potato,Desi,FAQ,800,1000,890,2020-02-20
574,553,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020-02-19
575,554,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020-02-18
576,555,Agra,Agra,Potato,Desi,FAQ,800,980,910,2020-02-17
577,556,Agra,Agra,Potato,Desi,FAQ,810,1000,905,2020-02-15
578,557,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020-02-14
579,558,Agra,Agra,Potato,Desi,FAQ,800,1000,910,2020-02-13
580,559,Agra,Agra,Potato,Desi,FAQ,850,1000,920,2020-02-12
581,560,Agra,Agra,Potato,Desi,FAQ,810,980,900,2020-02-11
582,561,Agra,Agra,Potato,Desi,FAQ,850,1000,910,2020-02-10
583,562,Agra,Agra,Potato,Desi,FAQ,850,1000,920,2020-02-08
584,563,Agra,Agra,Potato,Desi,FAQ,820,1000,900,2020-02-07
585,564,Agra,Agra,Potato,Desi,FAQ,900,1100,980,2020-02-05
586,565,Agra,Agra,Potato,Desi,FAQ,900,1050,970,2020-02-04
587,566,Agra,Agra,Potato,Desi,FAQ,900,1050,980,2020-02-03
588,567,Agra,Agra,Potato,Desi,FAQ,900,1060,1000,2020-01-31
589,568,Agra,Agra,Potato,Desi,FAQ,1000,1150,1080,2020-01-30
590,569,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020-01-29
591,570,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,2020-01-28
592,571,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020-01-27
593,572,Agra,Agra,Potato,Desi,FAQ,1150,1350,1260,2020-01-25
594,573,Agra,Agra,Potato,Desi,FAQ,1200,1350,1265,2020-01-24
595,574,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,2020-01-22
596,575,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020-01-21
597,576,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-20
598,577,Agra,Agra,Potato,Desi,FAQ,1180,1350,1260,2020-01-18
599,578,Agra,Agra,Potato,Desi,FAQ,1150,1300,1225,2020-01-17
600,579,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-16
601,580,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020-01-15
602,581,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-14
603,582,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-13
604,583,Agra,Agra,Potato,Desi,FAQ,1200,1300,1250,2020-01-11
605,584,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-10
606,585,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020-01-09
607,586,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020-01-08
608,587,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-07
609,588,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020-01-06
610,589,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,2020-01-04
611,590,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020-01-03
612,591,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020-01-02
613,592,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020-12-31
614,593,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-30
615,594,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-28
616,595,Agra,Fatehabad,Potato,Desi,FAQ,850,950,900,2020-12-27
617,596,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-26
618,597,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-25
619,598,Agra,Fatehabad,Potato,Desi,FAQ,800,1000,850,2020-12-24
620,599,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-22
621,600,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-20
624,601,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-19
625,602,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-17
626,603,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-16
627,604,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-15
628,605,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-12-14
629,606,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-12-12
630,607,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-10
631,608,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-09
632,609,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-08
633,610,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-07
634,611,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-12-06
635,612,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-12-04
636,613,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-12-02
637,614,Agra,Fatehabad,Potato,Desi,FAQ,2650,2730,2700,2020-12-01
638,615,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,2020-11-30
639,616,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,2020-11-28
640,617,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-26
641,618,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-11-25
642,619,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-24
643,620,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-23
644,621,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-21
645,622,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,2020-11-20
646,623,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-11-19
647,624,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-11-18
648,625,Agra,Fatehabad,Potato,Desi,FAQ,1900,2000,1950,2020-11-17
649,626,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-12
650,627,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-11
651,628,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-11-10
652,629,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-11-09
653,630,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-07
654,631,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-05
655,632,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-03
656,633,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-02
657,634,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-11-01
658,635,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-31
659,636,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-30
660,637,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-29
661,638,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-10-28
662,639,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-27
663,640,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-26
664,641,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-10-25
665,642,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-24
666,643,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-22
667,644,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-21
668,645,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-20
669,646,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-19
670,647,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1530,2020-10-18
671,648,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-17
672,649,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-16
673,650,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-15
676,651,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-14
677,652,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-13
678,653,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-12
679,654,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-11
680,655,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-10
681,656,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-07
682,657,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-05
683,658,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-04
684,659,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-03
685,660,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-02
686,661,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-10-01
687,662,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-09-30
688,663,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-29
689,664,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-09-28
690,665,Agra,Fatehabad,Potato,Desi,FAQ,1800,1870,1860,2020-09-27
691,666,Agra,Fatehabad,Potato,Desi,FAQ,1850,1900,1870,2020-09-26
692,667,Agra,Fatehabad,Potato,Desi,FAQ,1750,1800,1780,2020-09-24
693,668,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-09-23
694,669,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-22
695,670,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-21
